'sample #','MLII','V1'
83774,976,898
83775,969,900
83776,966,902
83777,974,899
83778,981,900
83779,997,904
83780,1010,906
83781,1012,907
83782,1003,904
83783,999,902
83784,1002,900
83785,1009,899
83786,1007,901
83787,1004,900
83788,999,901
83789,996,898
83790,995,896
83791,999,899
83792,1003,899
83793,1004,899
83794,1005,896
83795,999,894
83796,996,891
83797,999,889
83798,1006,886
83799,1012,881
83800,1011,878
83801,1001,874
83802,993,871
83803,995,869
83804,1003,871
83805,1008,869
83806,1008,868
83807,1004,862
83808,1000,865
83809,999,865
83810,1003,863
83811,1009,861
83812,1011,859
83813,1015,857
83814,1018,854
83815,1019,857
83816,1021,858
83817,1024,857
83818,1027,858
83819,1030,852
83820,1027,849
83821,1024,849
83822,1029,850
83823,1031,852
83824,1029,850
83825,1022,842
83826,1015,836
83827,1017,837
83828,1021,842
83829,1026,846
83830,1028,849
83831,1028,852
83832,1028,858
83833,1036,868
83834,1053,876
83835,1063,888
83836,1069,895
83837,1067,900
83838,1058,904
83839,1053,908
83840,1052,916
83841,1055,922
83842,1066,926
83843,1075,927
83844,1081,922
83845,1080,915
83846,1075,905
83847,1074,902
83848,1065,904
83849,1048,903
83850,1033,906
83851,1038,908
83852,1055,911
83853,1068,911
83854,1073,910
83855,1073,909
83856,1069,910
83857,1066,915
83858,1063,919
83859,1065,922
83860,1075,927
83861,1082,926
83862,1076,927
83863,1077,930
83864,1076,935
83865,1085,938
83866,1094,944
83867,1103,945
83868,1102,945
83869,1097,948
83870,1087,945
83871,1089,944
83872,1097,945
83873,1098,947
83874,1098,948
83875,1103,954
83876,1103,958
83877,1103,960
83878,1102,963
83879,1094,960
83880,1094,956
83881,1099,953
83882,1105,953
83883,1108,948
83884,1110,944
83885,1111,942
83886,1112,941
83887,1120,942
83888,1124,945
83889,1126,945
83890,1118,941
83891,1106,937
83892,1107,937
83893,1125,937
83894,1152,936
83895,1167,934
83896,1161,933
83897,1134,934
83898,1113,933
83899,1113,934
83900,1134,935
83901,1167,936
83902,1191,937
83903,1209,936
83904,1228,935
83905,1251,935
83906,1265,941
83907,1284,941
83908,1312,945
83909,1339,943
83910,1343,943
83911,1325,946
83912,1301,950
83913,1274,952
83914,1234,952
83915,1176,952
83916,1119,958
83917,1087,962
83918,1074,968
83919,1073,969
83920,1093,970
83921,1120,968
83922,1136,964
83923,1136,957
83924,1125,954
83925,1124,952
83926,1135,953
83927,1153,950
83928,1165,948
83929,1168,952
83930,1167,954
83931,1170,954
83932,1173,953
83933,1178,952
83934,1185,949
83935,1195,948
83936,1203,951
83937,1206,954
83938,1198,957
83939,1185,955
83940,1177,953
83941,1178,960
83942,1172,967
83943,1161,969
83944,1157,969
83945,1180,969
83946,1212,969
83947,1217,974
83948,1189,977
83949,1148,975
83950,1115,976
83951,1115,974
83952,1133,978
83953,1155,979
83954,1172,981
83955,1190,981
83956,1200,983
83957,1204,981
83958,1199,981
83959,1196,982
83960,1189,986
83961,1179,985
83962,1176,989
83963,1178,988
83964,1182,993
83965,1191,1000
83966,1208,1004
83967,1219,1003
83968,1226,998
83969,1225,992
83970,1225,987
83971,1223,987
83972,1214,989
83973,1207,986
83974,1209,987
83975,1217,986
83976,1233,987
83977,1243,990
83978,1250,995
83979,1257,994
83980,1261,993
83981,1264,990
83982,1257,990
83983,1249,992
83984,1250,996
83985,1265,997
83986,1286,994
83987,1302,993
83988,1310,995
83989,1307,996
83990,1285,1000
83991,1262,999
83992,1255,1000
83993,1256,997
83994,1256,996
83995,1264,1004
83996,1272,1018
83997,1283,1025
83998,1287,1023
83999,1283,1011
84000,1278,1006
84001,1283,1007
84002,1287,1007
84003,1288,1009
84004,1296,1016
84005,1301,1023
84006,1302,1023
84007,1296,1022
84008,1293,1021
84009,1293,1020
84010,1295,1022
84011,1304,1017
84012,1309,1018
84013,1311,1020
84014,1311,1025
84015,1309,1026
84016,1307,1027
84017,1303,1024
84018,1302,1022
84019,1303,1027
84020,1305,1032
84021,1304,1038
84022,1298,1041
84023,1296,1043
84024,1290,1042
84025,1292,1047
84026,1297,1055
84027,1297,1058
84028,1296,1065
84029,1298,1067
84030,1302,1069
84031,1305,1076
84032,1299,1078
84033,1293,1079
84034,1294,1081
84035,1299,1082
84036,1300,1085
84037,1308,1089
84038,1314,1093
84039,1317,1094
84040,1311,1092
84041,1306,1092
84042,1301,1091
84043,1296,1093
84044,1301,1098
84045,1307,1102
84046,1321,1103
84047,1349,1104
84048,1372,1105
84049,1366,1103
84050,1329,1104
84051,1286,1104
84052,1267,1105
84053,1274,1104
84054,1286,1104
84055,1293,1107
84056,1297,1111
84057,1302,1112
84058,1301,1109
84059,1297,1105
84060,1293,1100
84061,1299,1100
84062,1310,1102
84063,1316,1100
84064,1311,1098
84065,1308,1096
84066,1315,1094
84067,1326,1096
84068,1329,1095
84069,1325,1094
84070,1322,1094
84071,1322,1090
84072,1321,1088
84073,1320,1088
84074,1313,1087
84075,1307,1086
84076,1301,1087
84077,1306,1089
84078,1322,1089
84079,1337,1090
84080,1339,1088
84081,1322,1086
84082,1298,1090
84083,1286,1089
84084,1289,1090
84085,1305,1092
84086,1318,1096
84087,1324,1097
84088,1325,1098
84089,1324,1097
84090,1329,1095
84091,1333,1097
84092,1328,1101
84093,1312,1101
84094,1294,1101
84095,1290,1100
84096,1290,1102
84097,1302,1103
84098,1313,1107
84099,1315,1107
84100,1308,1108
84101,1300,1108
84102,1295,1106
84103,1300,1110
84104,1310,1113
84105,1316,1115
84106,1313,1115
84107,1312,1114
84108,1311,1117
84109,1312,1120
84110,1316,1121
84111,1314,1121
84112,1307,1121
84113,1302,1117
84114,1300,1117
84115,1309,1121
84116,1327,1121
84117,1347,1123
84118,1359,1123
84119,1375,1118
84120,1397,1119
84121,1418,1121
84122,1430,1125
84123,1449,1125
84124,1474,1126
84125,1495,1127
84126,1500,1127
84127,1492,1127
84128,1470,1132
84129,1446,1133
84130,1420,1137
84131,1373,1141
84132,1314,1143
84133,1266,1146
84134,1245,1148
84135,1244,1148
84136,1252,1148
84137,1256,1146
84138,1260,1142
84139,1262,1141
84140,1261,1137
84141,1253,1138
84142,1261,1139
84143,1280,1136
84144,1295,1133
84145,1302,1135
84146,1303,1135
84147,1302,1132
84148,1297,1132
84149,1291,1126
84150,1289,1123
84151,1296,1123
84152,1304,1123
84153,1305,1127
84154,1298,1125
84155,1297,1125
84156,1303,1123
84157,1306,1127
84158,1300,1127
84159,1299,1128
84160,1297,1128
84161,1296,1127
84162,1291,1125
84163,1288,1127
84164,1287,1128
84165,1295,1128
84166,1305,1124
84167,1305,1123
84168,1297,1121
84169,1298,1127
84170,1306,1127
84171,1312,1126
84172,1311,1125
84173,1300,1120
84174,1289,1120
84175,1293,1123
84176,1310,1123
84177,1329,1125
84178,1332,1124
84179,1312,1121
84180,1281,1120
84181,1261,1124
84182,1265,1127
84183,1282,1124
84184,1292,1124
84185,1296,1122
84186,1293,1123
84187,1293,1125
84188,1293,1127
84189,1292,1131
84190,1295,1132
84191,1294,1130
84192,1277,1130
84193,1263,1134
84194,1276,1137
84195,1304,1137
84196,1319,1137
84197,1317,1136
84198,1307,1131
84199,1307,1130
84200,1308,1132
84201,1305,1132
84202,1298,1133
84203,1286,1133
84204,1275,1133
84205,1273,1132
84206,1275,1137
84207,1285,1140
84208,1297,1143
84209,1314,1144
84210,1330,1143
84211,1340,1143
84212,1335,1143
84213,1322,1142
84214,1314,1145
84215,1305,1144
84216,1298,1142
84217,1300,1145
84218,1309,1148
84219,1316,1147
84220,1317,1144
84221,1321,1141
84222,1327,1138
84223,1334,1136
84224,1343,1136
84225,1341,1133
84226,1323,1133
84227,1284,1129
84228,1245,1126
84229,1231,1127
84230,1253,1133
84231,1286,1135
84232,1302,1137
84233,1298,1135
84234,1274,1133
84235,1249,1132
84236,1242,1132
84237,1248,1132
84238,1254,1138
84239,1255,1141
84240,1255,1142
84241,1264,1148
84242,1265,1152
84243,1256,1151
84244,1242,1155
84245,1236,1154
84246,1235,1156
84247,1248,1159
84248,1263,1163
84249,1264,1163
84250,1244,1161
84251,1226,1161
84252,1226,1161
84253,1240,1163
84254,1244,1163
84255,1245,1165
84256,1244,1163
84257,1245,1161
84258,1240,1159
84259,1233,1162
84260,1225,1162
84261,1218,1163
84262,1215,1164
84263,1223,1161
84264,1233,1156
84265,1236,1159
84266,1227,1160
84267,1216,1162
84268,1216,1164
84269,1221,1163
84270,1223,1161
84271,1221,1166
84272,1212,1167
84273,1207,1169
84274,1207,1168
84275,1221,1169
84276,1232,1171
84277,1239,1171
84278,1233,1169
84279,1216,1166
84280,1203,1164
84281,1205,1168
84282,1215,1170
84283,1223,1172
84284,1221,1173
84285,1216,1173
84286,1218,1173
84287,1223,1174
84288,1220,1172
84289,1215,1174
84290,1210,1176
84291,1212,1179
84292,1212,1177
84293,1207,1179
84294,1196,1175
84295,1195,1177
84296,1201,1180
84297,1197,1177
84298,1192,1176
84299,1187,1171
84300,1184,1165
84301,1176,1164
84302,1174,1167
84303,1182,1168
84304,1200,1165
84305,1214,1160
84306,1214,1157
84307,1197,1158
84308,1187,1159
84309,1184,1157
84310,1188,1155
84311,1186,1151
84312,1181,1145
84313,1180,1144
84314,1187,1145
84315,1189,1144
84316,1179,1140
84317,1161,1136
84318,1148,1134
84319,1139,1134
84320,1144,1134
84321,1156,1134
84322,1167,1131
84323,1164,1124
84324,1148,1122
84325,1139,1122
84326,1134,1120
84327,1130,1119
84328,1138,1116
84329,1151,1113
84330,1155,1111
84331,1148,1111
84332,1142,1115
84333,1139,1114
84334,1136,1114
84335,1136,1114
84336,1131,1111
84337,1119,1114
84338,1118,1110
84339,1124,1107
84340,1137,1103
84341,1151,1105
84342,1164,1109
84343,1181,1119
84344,1204,1122
84345,1223,1125
84346,1228,1128
84347,1229,1125
84348,1248,1122
84349,1278,1126
84350,1306,1127
84351,1325,1123
84352,1326,1119
84353,1321,1117
84354,1314,1115
84355,1298,1119
84356,1262,1122
84357,1199,1123
84358,1122,1127
84359,1064,1131
84360,1039,1135
84361,1026,1142
84362,1026,1147
84363,1031,1149
84364,1046,1152
84365,1061,1153
84366,1070,1154
84367,1079,1155
84368,1094,1147
84369,1108,1137
84370,1117,1140
84371,1117,1140
84372,1092,1141
84373,1059,1139
84374,1040,1141
84375,1054,1146
84376,1082,1149
84377,1098,1143
84378,1097,1136
84379,1092,1134
84380,1097,1136
84381,1108,1139
84382,1109,1141
84383,1092,1143
84384,1054,1143
84385,1028,1147
84386,1041,1149
84387,1067,1146
84388,1076,1147
84389,1073,1144
84390,1067,1144
84391,1063,1143
84392,1061,1146
84393,1061,1145
84394,1067,1143
84395,1065,1140
84396,1053,1139
84397,1044,1139
84398,1044,1141
84399,1050,1144
84400,1053,1147
84401,1045,1144
84402,1034,1139
84403,1030,1142
84404,1038,1144
84405,1051,1148
84406,1052,1151
84407,1049,1147
84408,1036,1145
84409,1016,1142
84410,1008,1142
84411,1025,1139
84412,1044,1136
84413,1040,1130
84414,1018,1128
84415,1010,1126
84416,1023,1125
84417,1044,1123
84418,1057,1118
84419,1069,1119
84420,1073,1118
84421,1070,1117
84422,1067,1117
84423,1067,1115
84424,1068,1111
84425,1072,1106
84426,1070,1104
84427,1069,1105
84428,1063,1107
84429,1053,1110
84430,1042,1108
84431,1043,1103
84432,1052,1104
84433,1060,1100
84434,1062,1103
84435,1061,1104
84436,1057,1105
84437,1055,1102
84438,1067,1102
84439,1085,1105
84440,1088,1107
84441,1083,1107
84442,1080,1104
84443,1071,1097
84444,1060,1091
84445,1060,1088
84446,1073,1088
84447,1094,1090
84448,1104,1089
84449,1090,1083
84450,1057,1082
84451,1031,1084
84452,1025,1085
84453,1035,1087
84454,1048,1085
84455,1052,1085
84456,1052,1087
84457,1046,1092
84458,1044,1094
84459,1046,1092
84460,1044,1093
84461,1033,1091
84462,1019,1092
84463,1015,1090
84464,1018,1093
84465,1025,1093
84466,1035,1091
84467,1043,1089
84468,1043,1087
84469,1038,1089
84470,1040,1093
84471,1050,1095
84472,1052,1095
84473,1041,1096
84474,1031,1096
84475,1036,1100
84476,1049,1101
84477,1053,1097
84478,1042,1096
84479,1035,1094
84480,1045,1098
84481,1061,1102
84482,1057,1106
84483,1044,1108
84484,1023,1108
84485,1004,1104
84486,986,1102
84487,975,1102
84488,979,1104
84489,986,1104
84490,991,1104
84491,986,1101
84492,976,1102
84493,963,1102
84494,951,1099
84495,946,1097
84496,967,1095
84497,994,1096
84498,1002,1091
84499,995,1088
84500,993,1088
84501,1003,1088
84502,1010,1091
84503,1003,1087
84504,990,1085
84505,989,1087
84506,999,1088
84507,1008,1086
84508,1007,1081
84509,1004,1080
84510,1003,1083
84511,1007,1085
84512,1012,1089
84513,1014,1092
84514,1016,1090
84515,1012,1088
84516,1007,1089
84517,1003,1092
84518,1000,1092
84519,1004,1092
84520,1012,1092
84521,1016,1091
84522,1013,1091
84523,1008,1091
84524,1009,1091
84525,1006,1088
84526,1004,1087
84527,1001,1083
84528,1000,1081
84529,1003,1082
84530,1006,1086
84531,1004,1086
84532,997,1084
84533,986,1083
84534,985,1080
84535,991,1084
84536,996,1087
84537,998,1084
84538,1000,1087
84539,996,1085
84540,986,1084
84541,990,1087
84542,992,1089
84543,997,1088
84544,993,1084
84545,986,1080
84546,979,1079
84547,976,1084
84548,977,1087
84549,979,1089
84550,976,1085
84551,972,1085
84552,973,1081
84553,985,1083
84554,995,1083
84555,1000,1084
84556,1000,1083
84557,1001,1080
84558,992,1080
84559,982,1081
84560,973,1083
84561,971,1083
84562,976,1082
84563,979,1082
84564,981,1080
84565,991,1081
84566,1003,1083
84567,1009,1085
84568,1003,1085
84569,994,1084
84570,991,1081
84571,996,1083
84572,1003,1083
84573,1006,1084
84574,998,1085
84575,990,1085
84576,984,1086
84577,979,1085
84578,981,1086
84579,980,1085
84580,975,1085
84581,971,1084
84582,978,1085
84583,1002,1087
84584,1029,1088
84585,1050,1089
84586,1058,1086
84587,1056,1082
84588,1057,1077
84589,1075,1079
84590,1099,1084
84591,1123,1087
84592,1143,1088
84593,1161,1086
84594,1178,1086
84595,1191,1088
84596,1200,1091
84597,1202,1094
84598,1190,1094
84599,1168,1093
84600,1132,1089
84601,1085,1090
84602,1028,1097
84603,984,1101
84604,971,1104
84605,968,1103
84606,960,1103
84607,953,1103
84608,958,1103
84609,969,1103
84610,972,1100
84611,968,1097
84612,957,1098
84613,942,1098
84614,940,1099
84615,944,1095
84616,941,1092
84617,934,1086
84618,930,1083
84619,934,1085
84620,948,1085
84621,956,1083
84622,949,1082
84623,946,1078
84624,942,1074
84625,942,1072
84626,944,1070
84627,949,1072
84628,952,1071
84629,957,1073
84630,962,1070
84631,963,1072
84632,961,1072
84633,951,1071
84634,933,1066
84635,916,1062
84636,908,1063
84637,920,1068
84638,947,1071
84639,976,1074
84640,993,1072
84641,992,1068
84642,983,1068
84643,973,1080
84644,968,1101
84645,957,1124
84646,928,1109
84647,911,1074
84648,912,1058
84649,923,1064
84650,936,1068
84651,959,1070
84652,978,1069
84653,984,1068
84654,976,1066
84655,958,1063
84656,934,1058
84657,913,1061
84658,907,1062
84659,917,1064
84660,944,1063
84661,975,1068
84662,992,1068
84663,996,1069
84664,989,1066
84665,979,1062
84666,965,1061
84667,942,1061
84668,925,1059
84669,921,1058
84670,937,1058
84671,967,1058
84672,991,1058
84673,1009,1061
84674,1017,1061
84675,1010,1062
84676,997,1060
84677,987,1060
84678,979,1058
84679,974,1064
84680,974,1065
84681,972,1060
84682,967,1057
84683,966,1058
84684,968,1068
84685,969,1087
84686,960,1102
84687,956,1084
84688,955,1061
84689,952,1048
84690,946,1050
84691,944,1052
84692,943,1057
84693,942,1063
84694,948,1063
84695,964,1061
84696,979,1063
84697,993,1064
84698,995,1061
84699,999,1056
84700,997,1053
84701,985,1056
84702,947,1055
84703,903,1059
84704,892,1064
84705,933,1063
84706,990,1058
84707,1025,1052
84708,1024,1053
84709,1013,1057
84710,1005,1062
84711,1002,1060
84712,998,1062
84713,991,1061
84714,980,1059
84715,966,1061
84716,952,1064
84717,954,1065
84718,973,1064
84719,994,1066
84720,995,1065
84721,985,1070
84722,977,1071
84723,976,1075
84724,979,1073
84725,974,1067
84726,952,1068
84727,930,1071
84728,913,1075
84729,911,1074
84730,929,1071
84731,954,1067
84732,966,1067
84733,961,1072
84734,947,1073
84735,934,1071
84736,921,1072
84737,902,1069
84738,882,1065
84739,879,1064
84740,895,1067
84741,927,1069
84742,952,1072
84743,964,1071
84744,963,1073
84745,956,1073
84746,957,1074
84747,965,1074
84748,971,1071
84749,962,1064
84750,932,1060
84751,913,1061
84752,920,1067
84753,931,1071
84754,934,1071
84755,929,1068
84756,921,1069
84757,923,1072
84758,930,1073
84759,926,1071
84760,912,1073
84761,899,1072
84762,898,1070
84763,913,1071
84764,926,1076
84765,923,1076
84766,915,1074
84767,913,1069
84768,914,1064
84769,913,1067
84770,908,1073
84771,914,1077
84772,924,1082
84773,927,1092
84774,923,1092
84775,925,1089
84776,937,1086
84777,947,1082
84778,945,1078
84779,941,1073
84780,932,1067
84781,924,1065
84782,916,1064
84783,914,1060
84784,916,1057
84785,914,1051
84786,911,1050
84787,914,1047
84788,912,1053
84789,914,1054
84790,919,1054
84791,931,1049
84792,938,1043
84793,934,1042
84794,931,1043
84795,922,1042
84796,910,1036
84797,905,1033
84798,902,1029
84799,908,1029
84800,925,1028
84801,943,1027
84802,946,1024
84803,940,1023
84804,933,1023
84805,932,1022
84806,935,1024
84807,933,1027
84808,918,1028
84809,902,1027
84810,894,1029
84811,900,1027
84812,916,1031
84813,924,1031
84814,927,1029
84815,927,1027
84816,926,1026
84817,931,1027
84818,934,1025
84819,933,1028
84820,928,1025
84821,923,1023
84822,918,1024
84823,921,1024
84824,930,1022
84825,929,1017
84826,923,1016
84827,919,1011
84828,917,1007
84829,916,1010
84830,912,1008
84831,906,1008
84832,906,1004
84833,908,998
84834,913,996
84835,920,1000
84836,938,1001
84837,957,999
84838,973,996
84839,991,995
84840,1010,995
84841,1025,1003
84842,1038,1008
84843,1052,1015
84844,1071,1014
84845,1082,1015
84846,1083,1012
84847,1070,1015
84848,1053,1017
84849,1035,1021
84850,1014,1018
84851,975,1015
84852,921,1015
84853,880,1029
84854,852,1041
84855,835,1044
84856,825,1041
84857,824,1040
84858,830,1041
84859,837,1040
84860,841,1041
84861,841,1038
84862,848,1038
84863,853,1035
84864,862,1035
84865,870,1040
84866,871,1039
84867,872,1027
84868,871,1021
84869,866,1019
84870,866,1029
84871,869,1034
84872,870,1033
84873,867,1032
84874,861,1027
84875,862,1025
84876,861,1026
84877,864,1027
84878,865,1032
84879,874,1031
84880,885,1034
84881,886,1032
84882,888,1031
84883,888,1030
84884,885,1032
84885,884,1029
84886,882,1031
84887,880,1032
84888,871,1033
84889,873,1037
84890,878,1040
84891,880,1039
84892,883,1040
84893,879,1041
84894,877,1040
84895,874,1044
84896,871,1048
84897,868,1048
84898,864,1050
84899,863,1050
84900,867,1055
84901,877,1064
84902,879,1080
84903,880,1103
84904,879,1106
84905,876,1076
84906,875,1047
84907,876,1037
84908,880,1035
84909,884,1033
84910,883,1034
84911,880,1032
84912,881,1031
84913,881,1036
84914,879,1037
84915,887,1028
84916,892,1020
84917,891,1009
84918,887,1008
84919,885,1010
84920,884,1011
84921,882,1011
84922,881,1010
84923,880,1007
84924,883,1006
84925,891,1010
84926,900,1012
84927,908,1010
84928,914,1002
84929,916,999
84930,918,1001
84931,921,1007
84932,919,1014
84933,920,1015
84934,921,1016
84935,921,1013
84936,918,1016
84937,917,1018
84938,919,1022
84939,921,1021
84940,920,1022
84941,921,1020
84942,922,1023
84943,926,1022
84944,930,1024
84945,935,1022
84946,933,1020
84947,929,1019
84948,922,1021
84949,919,1023
84950,919,1024
84951,925,1027
84952,928,1025
84953,931,1025
84954,927,1023
84955,921,1025
84956,918,1026
84957,917,1026
84958,918,1026
84959,914,1024
84960,907,1023
84961,905,1029
84962,908,1030
84963,914,1033
84964,912,1031
84965,915,1030
84966,913,1031
84967,914,1034
84968,918,1034
84969,915,1035
84970,906,1034
84971,900,1034
84972,898,1034
84973,899,1033
84974,898,1037
84975,899,1041
84976,901,1039
84977,902,1039
84978,902,1037
84979,900,1039
84980,898,1041
84981,897,1041
84982,896,1041
84983,892,1035
84984,892,1039
84985,898,1039
84986,897,1041
84987,894,1043
84988,894,1044
84989,895,1042
84990,894,1040
84991,897,1041
84992,897,1041
84993,901,1043
84994,902,1043
84995,900,1040
84996,893,1042
84997,887,1041
84998,884,1043
84999,886,1042
85000,882,1042
85001,886,1041
85002,890,1040
85003,893,1044
85004,897,1045
85005,899,1043
85006,896,1040
85007,892,1038
85008,893,1037
85009,896,1040
85010,898,1041
85011,897,1042
85012,893,1042
85013,892,1039
85014,891,1037
85015,891,1038
85016,890,1041
85017,894,1040
85018,891,1041
85019,886,1038
85020,886,1038
85021,890,1039
85022,894,1042
85023,903,1042
85024,907,1044
85025,910,1041
85026,905,1039
85027,906,1040
85028,905,1042
85029,908,1041
85030,899,1039
85031,891,1037
85032,880,1037
85033,886,1039
85034,897,1040
85035,910,1038
85036,912,1037
85037,906,1037
85038,897,1035
85039,895,1039
85040,898,1040
85041,904,1041
85042,902,1040
85043,893,1035
85044,885,1035
85045,887,1036
85046,888,1042
85047,898,1045
85048,903,1046
85049,901,1046
85050,899,1041
85051,900,1038
85052,900,1039
85053,901,1037
85054,900,1036
85055,899,1035
85056,899,1036
85057,902,1037
85058,899,1037
85059,892,1038
85060,885,1038
85061,886,1038
85062,886,1036
85063,893,1042
85064,901,1045
85065,899,1047
85066,897,1046
85067,893,1043
85068,890,1044
85069,894,1047
85070,899,1049
85071,902,1050
85072,905,1048
85073,903,1046
85074,902,1046
85075,899,1048
85076,899,1050
85077,903,1046
85078,901,1044
85079,901,1042
85080,894,1038
85081,892,1038
85082,893,1037
85083,898,1042
85084,903,1042
85085,911,1038
85086,919,1037
85087,935,1037
85088,950,1038
85089,969,1038
85090,991,1038
85091,1011,1036
85092,1019,1035
85093,1030,1036
85094,1042,1041
85095,1057,1041
85096,1067,1042
85097,1087,1047
85098,1104,1055
85099,1114,1058
85100,1112,1086
85101,1100,1126
85102,1081,1103
85103,1042,1067
85104,975,1073
85105,903,1104
85106,858,1173
85107,839,1291
85108,835,1401
85109,831,1455
85110,833,1467
85111,844,1474
85112,854,1477
85113,864,1459
85114,871,1393
85115,873,1299
85116,867,1254
85117,864,1321
85118,867,1425
85119,869,1486
85120,874,1497
85121,876,1494
85122,875,1498
85123,874,1505
85124,871,1511
85125,875,1510
85126,881,1509
85127,890,1509
85128,891,1508
85129,889,1511
85130,881,1510
85131,880,1512
85132,885,1511
85133,889,1507
85134,885,1507
85135,886,1507
85136,886,1509
85137,885,1507
85138,886,1505
85139,885,1503
85140,886,1503
85141,890,1501
85142,896,1504
85143,903,1503
85144,906,1500
85145,901,1498
85146,892,1498
85147,888,1496
85148,889,1496
85149,898,1497
85150,905,1498
85151,902,1493
85152,898,1491
85153,902,1493
85154,905,1490
85155,906,1489
85156,898,1490
85157,890,1485
85158,888,1482
85159,893,1485
85160,902,1487
85161,906,1484
85162,905,1483
85163,902,1479
85164,893,1477
85165,895,1479
85166,899,1478
85167,900,1477
85168,896,1476
85169,900,1472
85170,909,1471
85171,924,1473
85172,927,1474
85173,921,1471
85174,912,1471
85175,911,1468
85176,913,1466
85177,917,1467
85178,923,1469
85179,937,1467
85180,942,1463
85181,926,1461
85182,909,1458
85183,903,1459
85184,912,1460
85185,923,1461
85186,931,1459
85187,928,1455
85188,921,1454
85189,922,1453
85190,929,1454
85191,942,1453
85192,945,1452
85193,950,1451
85194,949,1450
85195,948,1448
85196,945,1448
85197,946,1448
85198,957,1448
85199,973,1445
85200,983,1444
85201,979,1444
85202,955,1441
85203,926,1439
85204,904,1438
85205,898,1436
85206,903,1435
85207,910,1434
85208,913,1434
85209,918,1434
85210,925,1432
85211,931,1431
85212,924,1428
85213,914,1428
85214,909,1427
85215,909,1427
85216,904,1424
85217,898,1420
85218,902,1418
85219,915,1420
85220,927,1419
85221,931,1418
85222,929,1415
85223,927,1411
85224,923,1408
85225,919,1407
85226,919,1408
85227,922,1403
85228,921,1399
85229,916,1392
85230,910,1385
85231,904,1373
85232,905,1351
85233,910,1281
85234,913,1153
85235,902,1025
85236,887,897
85237,883,769
85238,886,699
85239,883,719
85240,881,715
85241,879,706
85242,878,703
85243,892,703
85244,905,706
85245,911,705
85246,909,706
85247,901,703
85248,889,701
85249,878,702
85250,882,704
85251,892,704
85252,906,706
85253,921,704
85254,930,707
85255,931,706
85256,922,708
85257,920,708
85258,919,706
85259,918,703
85260,914,705
85261,914,711
85262,908,711
85263,903,710
85264,900,711
85265,894,709
85266,891,710
85267,892,709
85268,889,713
85269,887,713
85270,885,713
85271,887,714
85272,888,709
85273,894,712
85274,898,712
85275,894,712
85276,888,714
85277,888,716
85278,889,717
85279,893,718
85280,901,723
85281,904,726
85282,902,723
85283,897,724
85284,884,726
85285,876,731
85286,875,734
85287,884,736
85288,894,743
85289,902,748
85290,905,764
85291,901,815
85292,895,935
85293,889,1062
85294,887,1138
85295,889,1189
85296,895,1275
85297,907,1336
85298,909,1316
85299,897,1236
85300,889,1226
85301,887,1311
85302,891,1385
85303,896,1403
85304,905,1402
85305,914,1402
85306,911,1408
85307,903,1410
85308,898,1409
85309,902,1411
85310,909,1414
85311,923,1418
85312,934,1417
85313,949,1415
85314,965,1417
85315,998,1417
85316,1048,1419
85317,1096,1421
85318,1140,1421
85319,1155,1415
85320,1137,1413
85321,1099,1413
85322,1067,1417
85323,1057,1415
85324,1059,1413
85325,1063,1411
85326,1062,1410
85327,1047,1411
85328,1007,1409
85329,939,1407
85330,879,1405
85331,842,1400
85332,822,1400
85333,817,1402
85334,823,1403
85335,838,1402
85336,851,1401
85337,848,1397
85338,848,1395
85339,857,1395
85340,865,1398
85341,874,1396
85342,878,1396
85343,877,1390
85344,873,1389
85345,871,1390
85346,867,1390
85347,869,1388
85348,869,1387
85349,871,1383
85350,877,1383
85351,882,1382
85352,888,1381
85353,892,1379
85354,896,1378
85355,901,1375
85356,906,1366
85357,914,1363
85358,924,1360
85359,934,1353
85360,947,1335
85361,954,1291
85362,947,1192
85363,922,1064
85364,885,936
85365,852,808
85366,824,680
85367,821,590
85368,827,607
85369,840,617
85370,845,624
85371,846,632
85372,846,668
85373,844,739
85374,848,860
85375,854,987
85376,858,1114
85377,866,1241
85378,873,1296
85379,881,1312
85380,882,1323
85381,880,1333
85382,881,1343
85383,883,1347
85384,881,1347
85385,885,1347
85386,885,1347
85387,889,1350
85388,891,1350
85389,890,1348
85390,890,1346
85391,890,1339
85392,892,1329
85393,897,1319
85394,898,1294
85395,893,1239
85396,891,1117
85397,891,989
85398,892,861
85399,893,733
85400,895,605
85401,900,563
85402,908,583
85403,920,584
85404,932,577
85405,942,576
85406,934,579
85407,917,576
85408,905,568
85409,894,560
85410,890,557
85411,889,555
85412,892,554
85413,895,555
85414,896,554
85415,894,547
85416,890,542
85417,888,538
85418,886,537
85419,887,536
85420,893,536
85421,899,535
85422,903,536
85423,912,536
85424,914,538
85425,914,539
85426,914,540
85427,909,538
85428,908,539
85429,907,542
85430,912,546
85431,917,547
85432,914,546
85433,908,544
85434,901,545
85435,903,546
85436,900,550
85437,903,552
85438,897,552
85439,897,554
85440,899,557
85441,906,559
85442,908,561
85443,910,564
85444,905,565
85445,892,562
85446,889,562
85447,901,566
85448,917,571
85449,936,573
85450,943,573
85451,935,572
85452,913,570
85453,893,573
85454,879,581
85455,880,581
85456,889,587
85457,904,590
85458,904,593
85459,908,596
85460,910,602
85461,914,603
85462,914,604
85463,910,602
85464,903,605
85465,898,609
85466,901,612
85467,903,614
